Time,Time Code,Country Name,Country Code,CO2 emissions (kt) [EN.ATM.CO2E.KT],"Population, total [SP.POP.TOTL]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]"
2005,YR2005,Ireland,IRL,46650.0015258789,4159914,57548.9967906443
2005,YR2005,Italy,ITA,473829.986572266,57969484,44260.8274173515
2005,YR2005,Liechtenstein,LIE,230.000004172325,34603,..
2005,YR2005,Lithuania,LTU,12829.9999237061,3322528,21053.1846048184
2005,YR2005,Luxembourg,LUX,11909.9998474121,465158,108632.360015806
2005,YR2005,Netherlands,NLD,167929.992675781,16319868,49467.4354267059
2005,YR2005,Norway,NOR,36349.9984741211,4623291,61870.3645561435
2005,YR2005,Poland,POL,301350.006103516,38165445,18844.5574819997
2005,YR2005,Portugal,PRT,65470.0012207031,10503330,31076.6441205289
2005,YR2005,Romania,ROU,94709.9990844727,21319685,16863.4810766196
2005,YR2005,San Marino,SMR,..,29508,81256.1442831494
2005,YR2005,Slovak Republic,SVK,38520.0004577637,5372807,20026.0753787482
2005,YR2005,Slovenia,SVN,15920.0000762939,2000474,31128.8298416043
2005,YR2005,Spain,ESP,350500,43653155,37942.0075754017
2005,YR2005,Sweden,SWE,50209.9990844727,9029572,45440.2967492535
2005,YR2005,Switzerland,CHE,45849.9984741211,7437115,62040.4395660128
2005,YR2005,United Kingdom,GBR,540919.982910156,60401206,42926.9927660957
2006,YR2006,Andorra,AND,550.000011920929,80221,..
2006,YR2006,Austria,AUT,74099.9984741211,8268641,50840.6944621561
2006,YR2006,Belgium,BEL,108650.001525879,10547958,47212.577772728
2006,YR2006,Croatia,HRV,21610.0006103516,4311159,24949.9351111624
2006,YR2006,Cyprus,CYP,8000,1055438,38847.9765625
2006,YR2006,Czechia,CZE,120599.998474121,10238905,32352.8129664551
2006,YR2006,Denmark,DNK,58130.0010681152,5437272,53322.2889991783
2006,YR2006,Estonia,EST,15979.9995422363,1346810,28814.9203164655
2006,YR2006,Finland,FIN,67019.9966430664,5266268,46412.2003478176
2006,YR2006,France,FRA,371549.987792969,63628261,42362.985412525
2006,YR2006,Germany,DEU,814409.973144531,82376451,45678.0819192686
2006,YR2006,Greece,GRC,100699.996948242,11020362,36520.0480347644
2006,YR2006,Hungary,HUN,55459.9990844727,10071370,25417.5470560859
2006,YR2006,Iceland,ISL,2329.99992370605,303782,49956.8486452996
2006,YR2006,Ireland,IRL,47259.9983215332,4273591,58812.3062452685
2006,YR2006,Italy,ITA,466649.993896484,58143979,44918.1703531499
2006,YR2006,Liechtenstein,LIE,230.000004172325,34889,..
2006,YR2006,Lithuania,LTU,13020.0004577637,3269909,22977.9966473047
2006,YR2006,Luxembourg,LUX,11720.0002670288,472637,113346.03578151
2006,YR2006,Netherlands,NLD,163699.996948242,16346101,51097.3626113331
2006,YR2006,Norway,NOR,37200.0007629395,4660677,62846.9386813354
2006,YR2006,Poland,POL,314089.996337891,38141267,20012.6211116462
2006,YR2006,Portugal,PRT,60450.0007629395,10522288,31524.7495680309
2006,YR2006,Romania,ROU,99260.0021362305,21193760,18325.6588582923
2006,YR2006,San Marino,SMR,..,29959,83098.2496299073
2006,YR2006,Slovak Republic,SVK,37869.9989318848,5373054,21725.9265662
2006,YR2006,Slovenia,SVN,16290.0009155273,2006868,32812.7384858502
2006,YR2006,Spain,ESP,341779.998779297,44397319,38836.5937852313
2006,YR2006,Sweden,SWE,48900.0015258789,9080505,47292.3136933265
2006,YR2006,Switzerland,CHE,45479.9995422363,7483934,64163.8050397136
2006,YR2006,United Kingdom,GBR,542059.997558594,60846820,43533.2205104862
2007,YR2007,Andorra,AND,540.000021457672,78168,..
2007,YR2007,Austria,AUT,71239.9978637695,8295487,52565.0739687956
2007,YR2007,Belgium,BEL,104589.996337891,10625700,48590.4005353331
2007,YR2007,Croatia,HRV,22879.9991607666,4310217,26203.4349393049
2007,YR2007,Cyprus,CYP,8310.0004196167,1073873,39968.39453125
2007,YR2007,Czechia,CZE,123620.002746582,10298828,33956.2459846788
2007,YR2007,Denmark,DNK,53409.9998474121,5461438,53569.0280238008
2007,YR2007,Estonia,EST,19979.9995422363,1340680,31140.5798350899
2007,YR2007,Finland,FIN,65099.9984741211,5288720,48664.265707071
2007,YR2007,France,FRA,362829.986572266,64021737,43123.5011328544
2007,YR2007,Germany,DEU,783799.987792969,82266372,47100.6097046962
2007,YR2007,Greece,GRC,104309.997558594,11048473,37619.6608561742
2007,YR2007,Hungary,HUN,53849.9984741211,10055780,25527.5638613037
2007,YR2007,Iceland,ISL,2380.00011444092,311566,52827.0101225049
2007,YR2007,Ireland,IRL,46360.0006103516,4398942,60170.4182379259
2007,YR2007,Italy,ITA,459369.995117188,58438310,45356.5367193485
2007,YR2007,Liechtenstein,LIE,200.000002980232,35150,..
2007,YR2007,Lithuania,LTU,13210.000038147,3231294,25835.3680157114
2007,YR2007,Luxembourg,LUX,11109.9996566772,479993,120647.822958963
2007,YR2007,Netherlands,NLD,164550.003051758,16381696,52909.9697572206
2007,YR2007,Norway,NOR,37750,4709153,64062.4393106033
2007,YR2007,Poland,POL,313380.004882813,38120560,21437.4577379953
2007,YR2007,Portugal,PRT,58799.9992370605,10542964,32251.5690977426
2007,YR2007,Romania,ROU,96730.0033569336,20882982,19943.750072636
2007,YR2007,San Marino,SMR,..,30372,87795.6645372441
2007,YR2007,Slovak Republic,SVK,37189.998626709,5374622,24072.260266227
2007,YR2007,Slovenia,SVN,16280.0006866455,2018122,34907.3688265664
2007,YR2007,Spain,ESP,354679.992675781,45226803,39498.591328633
2007,YR2007,Sweden,SWE,47139.9993896484,9148092,48557.3843477247
2007,YR2007,Switzerland,CHE,43540.0009155273,7551117,66083.4718897397
2007,YR2007,United Kingdom,GBR,530500,61322463,44302.8594715415
2008,YR2008,Andorra,AND,540.000021457672,76055,..
2008,YR2008,Austria,AUT,70730.0033569336,8321496,53166.0542015286
2008,YR2008,Belgium,BEL,106930.000305176,10709973,48423.515483961
2008,YR2008,Croatia,HRV,21729.9995422363,4309705,26731.167404834
2008,YR2008,Cyprus,CYP,8489.99977111816,1092390,40398.6796875
2008,YR2008,Czechia,CZE,118309.997558594,10384603,34580.4433462984
2008,YR2008,Denmark,DNK,50130.0010681152,5493621,52982.5317373493
2008,YR2008,Estonia,EST,18399.9996185303,1337090,29621.7645299993
2008,YR2008,Finland,FIN,56659.9998474121,5313399,48817.989492787
2008,YR2008,France,FRA,357989.990234375,64379696,42993.0595165288
2008,YR2008,Germany,DEU,789690.002441406,82110097,47643.2227372401
2008,YR2008,Greece,GRC,100410.003662109,11077841,37394.1725254225
2008,YR2008,Hungary,HUN,53009.9983215332,10038188,25829.0324433882
2008,YR2008,Iceland,ISL,2180.0000667572,317414,52999.4375361804
2008,YR2008,Ireland,IRL,45779.9987792969,4489544,56312.5041323963
2008,YR2008,Italy,ITA,444980.010986328,58826731,44623.6020153057
2008,YR2008,Liechtenstein,LIE,219.999998807907,35401,..
2008,YR2008,Lithuania,LTU,13060.0004196167,3198231,26784.8800343204
2008,YR2008,Luxembourg,LUX,11020.0004577637,488650,118154.667184464
2008,YR2008,Netherlands,NLD,165220.001220703,16445593,53848.2522316971
2008,YR2008,Norway,NOR,36869.9989318848,4768212,63570.3414789942
2008,YR2008,Poland,POL,308329.986572266,38125759,22334.7808599997
2008,YR2008,Portugal,PRT,56840.0001525879,10558177,32307.912767932
2008,YR2008,Romania,ROU,95419.9981689453,20537875,22166.3232435232
2008,YR2008,San Marino,SMR,..,30700,86422.5481442955
2008,YR2008,Slovak Republic,SVK,37099.9984741211,5379233,25392.4766828873
2008,YR2008,Slovenia,SVN,17360.0006103516,2021316,36075.4669688206
2008,YR2008,Spain,ESP,324269.989013672,45954106,39218.2916195663
2008,YR2008,Sweden,SWE,46150.0015258789,9219637,47963.4937520407
2008,YR2008,Switzerland,CHE,44959.9990844727,7647675,67081.2997981076
2008,YR2008,United Kingdom,GBR,515340.026855469,61806995,43887.7071344831
2009,YR2009,Andorra,AND,519.999980926514,73852,..
2009,YR2009,Austria,AUT,64419.9981689453,8343323,51030.7246778186
2009,YR2009,Belgium,BEL,99669.9981689453,10796493,47064.7900198376
2009,YR2009,Croatia,HRV,20309.9994659424,4305181,24834.3448473747
2009,YR2009,Cyprus,CYP,8279.99973297119,1110974,38536.03515625
2009,YR2009,Czechia,CZE,111169.998168945,10443936,32782.6123492193
2009,YR2009,Denmark,DNK,47930.0003051758,5523095,50114.0500523227
2009,YR2009,Estonia,EST,15050.0001907349,1334515,25337.175235261
2009,YR2009,Finland,FIN,54180.0003051758,5338871,44662.100140396
2009,YR2009,France,FRA,343730.010986328,64710879,41544.0226065122
2009,YR2009,Germany,DEU,734809.997558594,81902307,45044.4863870437
2009,YR2009,Greece,GRC,94739.9978637695,11107017,35691.9459430994
2009,YR2009,Hungary,HUN,47840.0001525879,10022650,24162.2676854252
2009,YR2009,Iceland,ISL,2109.99989509583,318499,48770.9503367158
2009,YR2009,Ireland,IRL,40560.001373291,4535375,52902.8881329505
2009,YR2009,Italy,ITA,397059.997558594,59095365,42074.9212455091
2009,YR2009,Liechtenstein,LIE,209.999993443489,35675,..
2009,YR2009,Lithuania,LTU,11689.9995803833,3162916,23065.0619581523
2009,YR2009,Luxembourg,LUX,10439.9995803833,497783,112230.081410148
2009,YR2009,Netherlands,NLD,160490.005493164,16530388,51607.6057272318
2009,YR2009,Norway,NOR,37430.0003051758,4828726,61689.5585425125
2009,YR2009,Poland,POL,297260.009765625,38151603,22951.7848210238
2009,YR2009,Portugal,PRT,56299.9992370605,10568247,31269.4104613004
2009,YR2009,Romania,ROU,80709.9990844727,20367487,21118.5250004853
2009,YR2009,San Marino,SMR,..,31059,76607.0856909794
2009,YR2009,Slovak Republic,SVK,33909.9998474121,5386406,23975.2117503112
2009,YR2009,Slovenia,SVN,15510.0002288818,2039669,33052.2275423946
2009,YR2009,Spain,ESP,287489.990234375,46362946,37409.6428703791
2009,YR2009,Sweden,SWE,42880.0010681152,9298515,45492.768174936
2009,YR2009,Switzerland,CHE,43669.9981689453,7743831,64726.3712845064
2009,YR2009,United Kingdom,GBR,466489.990234375,62276270,41592.364767012
2010,YR2010,Andorra,AND,519.999980926514,71519,..
2010,YR2010,Austria,AUT,69959.9990844727,8363404,51843.4283275453
2010,YR2010,Belgium,BEL,106720.001220703,10895586,47972.558838523
2010,YR2010,Croatia,HRV,19459.9990844727,4295427,24586.1306071014
2010,YR2010,Cyprus,CYP,7900.00009536743,1129686,38398.5546875
2010,YR2010,Czechia,CZE,112250,10474410,33483.137594809
2010,YR2010,Denmark,DNK,48119.9989318848,5547683,50825.4122929358
2010,YR2010,Estonia,EST,19000,1331475,26015.7463509325
2010,YR2010,Finland,FIN,62529.9987792969,5363352,45874.6613021399
2010,YR2010,France,FRA,347779.998779297,65030575,42145.6819456785
2010,YR2010,Germany,DEU,773070.007324219,81776930,46999.2399709894
2010,YR2010,Greece,GRC,87580.0018310547,11121341,33693.2114765963
2010,YR2010,Hungary,HUN,47880.0010681152,10000023,24477.5753134225
2010,YR2010,Iceland,ISL,1960.00003814697,318041,47457.6229185836
2010,YR2010,Ireland,IRL,40189.998626709,4560155,53500.9148897485
2010,YR2010,Italy,ITA,405269.989013672,59277417,42664.3552727925
2010,YR2010,Liechtenstein,LIE,189.999997615814,35926,..
2010,YR2010,Lithuania,LTU,12600.0003814697,3097282,23942.7603567557
2010,YR2010,Luxembourg,LUX,11029.9997329712,506953,114343.988089326
2010,YR2010,Netherlands,NLD,171110.000610352,16615394,52032.9865022429
2010,YR2010,Norway,NOR,41409.9998474121,4889252,61353.4773254345
2010,YR2010,Poland,POL,313739.990234375,38042794,23692.9092287668
2010,YR2010,Portugal,PRT,50939.998626709,10573100,31798.1538079411
2010,YR2010,Romania,ROU,77620.002746582,20246871,20415.542022561
2010,YR2010,San Marino,SMR,..,31608,71156.097992499
2010,YR2010,Slovak Republic,SVK,35430.0003051758,5391428,25561.7062919058
2010,YR2010,Slovenia,SVN,15779.9997329712,2048583,33350.6135931956
2010,YR2010,Spain,ESP,273250,46576897,37298.4693037577
2010,YR2010,Sweden,SWE,48130.0010681152,9378126,47791.3715245947
2010,YR2010,Switzerland,CHE,45209.9990844727,7824909,66133.288392898
2010,YR2010,United Kingdom,GBR,482440.002441406,62766365,42270.434294324
2011,YR2011,Andorra,AND,490.000009536743,70567,..
2011,YR2011,Austria,AUT,68269.9966430664,8391643,53179.1474647432
2011,YR2011,Belgium,BEL,96480.0033569336,11038264,48154.8711461252
2011,YR2011,Croatia,HRV,19030.0006866455,4280622,24649.7958046265
2011,YR2011,Cyprus,CYP,7630.00011444092,1145086,37587.21484375
2011,YR2011,Czechia,CZE,109169.998168945,10496088,34002.1897752206
2011,YR2011,Denmark,DNK,43099.9984741211,5570572,51293.2061782002
2011,YR2011,Estonia,EST,18170.0000762939,1327439,27990.136407635
2011,YR2011,Finland,FIN,55119.9989318848,5388272,46825.8248388831
2011,YR2011,France,FRA,335140.014648438,65345233,42862.415796739
2011,YR2011,Germany,DEU,746479.98046875,80274983,49757.9241566763
2011,YR2011,Greece,GRC,84550.0030517578,11104899,30318.4046680383
2011,YR2011,Hungary,HUN,46909.9998474121,9971727,25005.286658847
2011,YR2011,Iceland,ISL,1889.99998569489,319014,48186.1672876621
2011,YR2011,Ireland,IRL,36680.0003051758,4580084,53712.2857359299
2011,YR2011,Italy,ITA,396690.002441406,59379449,42892.3055641948
2011,YR2011,Liechtenstein,LIE,180.000007152557,36189,..
2011,YR2011,Lithuania,LTU,11850.0003814697,3028115,25968.5834234521
2011,YR2011,Luxembourg,LUX,10899.9996185303,518347,112998.390476598
2011,YR2011,Netherlands,NLD,158770.004272461,16693074,52594.2290064164
2011,YR2011,Norway,NOR,39599.9984741211,4953088,61157.1299274456
2011,YR2011,Poland,POL,310589.996337891,38063255,24874.1718607858
2011,YR2011,Portugal,PRT,49869.9989318848,10557560,31304.8155263075
2011,YR2011,Romania,ROU,84059.9975585938,20147528,21442.9414315812
2011,YR2011,San Marino,SMR,..,32495,63458.8155473964
2011,YR2011,Slovak Republic,SVK,34119.9989318848,5398384,26210.7581840191
2011,YR2011,Slovenia,SVN,15699.9998092651,2052843,33568.067345579
2011,YR2011,Spain,ESP,274399.993896484,46742697,36863.4930975241
2011,YR2011,Sweden,SWE,44580.0018310547,9449213,48947.4393112155
2011,YR2011,Switzerland,CHE,41189.998626709,7912398,66587.848851125
2011,YR2011,United Kingdom,GBR,445589.996337891,63258810,42389.1462619751
2012,YR2012,Andorra,AND,490.000009536743,71013,..
2012,YR2012,Austria,AUT,65110.0006103516,8429991,53297.4447850919
2012,YR2012,Belgium,BEL,95269.9966430664,11106932,48210.9246578014
2012,YR2012,Croatia,HRV,17409.9998474121,4267558,24148.7453554322
2012,YR2012,Cyprus,CYP,7099.99990463257,1156556,35742.66796875
2012,YR2012,Czechia,CZE,106069.999694824,10510785,33688.0998344582
2012,YR2012,Denmark,DNK,38220.0012207031,5591572,51216.309409926
2012,YR2012,Estonia,EST,16889.9993896484,1322696,28997.3228845385
2012,YR2012,Finland,FIN,49409.9998474121,5413971,45952.246383366
2012,YR2012,France,FRA,338420.013427734,65662240,42789.0519131717
2012,YR2012,Germany,DEU,760130.004882813,80425823,49872.4474888681
2012,YR2012,Greece,GRC,80089.9963378906,11045011,28322.5730581368
2012,YR2012,Hungary,HUN,43430.0003051758,9920362,24820.5161149403
2012,YR2012,Iceland,ISL,1860.00001430511,320716,48440.2550840897
2012,YR2012,Ireland,IRL,37130.0010681152,4599533,53482.2006452691
2012,YR2012,Italy,ITA,376750,59539717,41501.7112309705
2012,YR2012,Liechtenstein,LIE,189.999997615814,36505,..
2012,YR2012,Lithuania,LTU,11930.0003051758,2987773,27330.8959483858
2012,YR2012,Luxembourg,LUX,10689.9995803833,530946,112137.135491328
2012,YR2012,Netherlands,NLD,157470.001220703,16754962,51860.0559942119
2012,YR2012,Norway,NOR,38490.0016784668,5018573,61990.6923569269
2012,YR2012,Poland,POL,303350.006103516,38063164,25258.5933172132
2012,YR2012,Portugal,PRT,48220.0012207031,10514844,30156.7015822628
2012,YR2012,Romania,ROU,81849.9984741211,20058035,21953.2303312849
2012,YR2012,San Marino,SMR,..,33132,57854.3183289934
2012,YR2012,Slovak Republic,SVK,32349.9984741211,5407579,26511.2699367746
2012,YR2012,Slovenia,SVN,15119.9998855591,2057159,32613.4905292711
2012,YR2012,Spain,ESP,269269.989013672,46773055,35749.5127897115
2012,YR2012,Sweden,SWE,42139.9993896484,9519374,48300.8425001578
2012,YR2012,Switzerland,CHE,42520.0004577637,7996861,66661.4927508349
2012,YR2012,United Kingdom,GBR,467779.998779297,63700215,42705.1483005634
2013,YR2013,Andorra,AND,479.999989271164,71367,..
2013,YR2013,Austria,AUT,65750,8479823,52997.7538166712
2013,YR2013,Belgium,BEL,96589.9963378906,11159407,48204.5856992867
2013,YR2013,Croatia,HRV,17010.0002288818,4255689,24119.7572169774
2013,YR2013,Cyprus,CYP,6429.99982833862,1166968,33465.828125
2013,YR2013,Czechia,CZE,101150.001525879,10514272,33661.4684161727
2013,YR2013,Denmark,DNK,39959.9990844727,5614932,51479.2664533017
2013,YR2013,Estonia,EST,19319.9996948242,1317997,29525.1188635117
2013,YR2013,Finland,FIN,50189.998626709,5438972,45328.5753218041
2013,YR2013,France,FRA,338559.997558594,66002289,42813.9335350732
2013,YR2013,Germany,DEU,776150.024414063,80645605,49954.173749339
2013,YR2013,Greece,GRC,72480.0033569336,10965211,27810.9112255691
2013,YR2013,Hungary,HUN,40759.9983215332,9893082,25337.5872257154
2013,YR2013,Iceland,ISL,2029.99997138977,323764,50168.6885349698
2013,YR2013,Ireland,IRL,35709.9990844727,4623816,53800.2087807366
2013,YR2013,Italy,ITA,346459.991455078,60233948,40268.1127892773
2013,YR2013,Liechtenstein,LIE,189.999997615814,36806,..
2013,YR2013,Lithuania,LTU,11329.9999237061,2957689,28589.0266601627
2013,YR2013,Luxembourg,LUX,10149.9996185303,543360,113050.663254336
2013,YR2013,Netherlands,NLD,157089.996337891,16804432,51640.0766862304
2013,YR2013,Norway,NOR,39500,5079623,61878.9751793609
2013,YR2013,Poland,POL,298299.987792969,38040196,25490.3289111664
2013,YR2013,Portugal,PRT,46560.001373291,10457295,30042.8907185982
2013,YR2013,Romania,ROU,72089.9963378906,19983693,22094.3855412497
2013,YR2013,San Marino,SMR,..,33285,57136.9045416551
2013,YR2013,Slovak Republic,SVK,32919.9981689453,5413393,26650.3640050253
2013,YR2013,Slovenia,SVN,14550.0001907349,2059953,32234.0257587339
2013,YR2013,Spain,ESP,242809.997558594,46620045,35363.5105480176
2013,YR2013,Sweden,SWE,40540.0009155273,9600379,48462.1600029489
2013,YR2013,Switzerland,CHE,43529.9987792969,8089346,67080.3673569404
2013,YR2013,United Kingdom,GBR,453760.009765625,64128273,43192.0779378114
2014,YR2014,Andorra,AND,460.00000834465,71621,..
2014,YR2014,Austria,AUT,62049.9992370605,8546356,52932.9001116518
2014,YR2014,Belgium,BEL,90139.9993896484,11209057,48748.6205926039
2014,YR2014,Croatia,HRV,16239.9997711182,4238389,24114.2243450488
2014,YR2014,Cyprus,CYP,6809.99994277954,1176995,33235.2578125
2014,YR2014,Czechia,CZE,97510.0021362305,10525347,34386.7049143977
2014,YR2014,Denmark,DNK,35819.9996948242,5643475,52048.3354927846
2014,YR2014,Estonia,EST,17940.0005340576,1314545,30494.0963031973
2014,YR2014,Finland,FIN,46159.9998474121,5461512,44976.7764487708
2014,YR2014,France,FRA,306100.006103516,66312067,43021.3946358903
2014,YR2014,Germany,DEU,736010.009765625,80982500,50845.5269954271
2014,YR2014,Greece,GRC,69550.0030517578,10892413,28129.9613244489
2014,YR2014,Hungary,HUN,40630.0010681152,9866468,26481.1657207028
2014,YR2014,Iceland,ISL,2049.99995231628,327386,50450.7416120996
2014,YR2014,Ireland,IRL,35529.9987792969,4657740,58027.8389827602
2014,YR2014,Italy,ITA,327500,60789140,39898.5264609826
2014,YR2014,Liechtenstein,LIE,159.999996423721,37096,..
2014,YR2014,Lithuania,LTU,10859.9996566772,2932367,29855.8314910326
2014,YR2014,Luxembourg,LUX,9649.99961853027,556319,113313.578897944
2014,YR2014,Netherlands,NLD,149789.993286133,16865008,52186.9973861206
2014,YR2014,Norway,NOR,39110.0006103516,5137232,62390.1303126574
2014,YR2014,Poland,POL,285730.010986328,38011735,26488.2002530072
2014,YR2014,Portugal,PRT,45930.0003051758,10401062,30444.6002091947
2014,YR2014,Romania,ROU,71540.0009155273,19908979,23091.1553744653
2014,YR2014,San Marino,SMR,..,33389,56558.8718552124
2014,YR2014,Slovak Republic,SVK,30440.0005340576,5418649,27342.6272590659
2014,YR2014,Slovenia,SVN,13109.9996566772,2061980,33093.750438441
2014,YR2014,Spain,ESP,240960.006713867,46480882,35964.4613049308
2014,YR2014,Sweden,SWE,39080.0018310547,9696110,49258.9961639539
2014,YR2014,Switzerland,CHE,39790.0009155273,8188649,67824.0830929271
2014,YR2014,United Kingdom,GBR,415600.006103516,64602298,44247.0296701665
2015,YR2015,Andorra,AND,469.999998807907,71746,..
2015,YR2015,Austria,AUT,63240.0016784668,8642699,52873.8586545571
2015,YR2015,Belgium,BEL,95129.997253418,11274196,49456.3985817783
2015,YR2015,Croatia,HRV,16600.0003814697,4203604,24927.0349236527
2015,YR2015,Cyprus,CYP,6849.99990463257,1187280,34567.80078125
2015,YR2015,Czechia,CZE,99139.9993896484,10546059,36168.4185553861
2015,YR2015,Denmark,DNK,33700.0007629395,5683483,52892.6460290247
2015,YR2015,Estonia,EST,15539.999961853,1315407,31038.8046287051
2015,YR2015,Finland,FIN,42819.9996948242,5479531,45072.5902146238
2015,YR2015,France,FRA,311299.987792969,66548272,43345.7864281559
2015,YR2015,Germany,DEU,742309.997558594,81686611,51159.2974643888
2015,YR2015,Greece,GRC,68010.0021362305,10820883,28260.3866739065
2015,YR2015,Hungary,HUN,43380.0010681152,9843028,27528.3058524247
2015,YR2015,Iceland,ISL,2059.99994277954,330815,52142.9328074888
2015,YR2015,Ireland,IRL,37060.001373291,4701957,71490.8030914262
2015,YR2015,Italy,ITA,337859.985351563,60730582,40247.8290437942
2015,YR2015,Liechtenstein,LIE,159.999996423721,37355,..
2015,YR2015,Lithuania,LTU,11069.9996948242,2904910,30748.1963109529
2015,YR2015,Luxembourg,LUX,9130.00011444092,569604,113182.728563365
2015,YR2015,Netherlands,NLD,157410.003662109,16939923,52974.1162200949
2015,YR2015,Norway,NOR,39490.0016784668,5188607,62987.5162863772
2015,YR2015,Poland,POL,289079.986572266,37986412,27667.6890834735
2015,YR2015,Portugal,PRT,49849.9984741211,10358076,31118.7906703279
2015,YR2015,Romania,ROU,73319.9996948242,19815616,23933.1867241818
2015,YR2015,San Marino,SMR,..,33570,57542.9840811896
2015,YR2015,Slovak Republic,SVK,30750,5423801,28728.1560075755
2015,YR2015,Slovenia,SVN,13140.0003433228,2063531,33799.725526308
2015,YR2015,Spain,ESP,256279.998779297,46444832,37373.9507171987
2015,YR2015,Sweden,SWE,39189.998626709,9799186,50928.962975552
2015,YR2015,Switzerland,CHE,39090.0001525879,8282396,68159.2221142537
2015,YR2015,United Kingdom,GBR,401079.986572266,65116219,44948.3359709008
2016,YR2016,Andorra,AND,469.999998807907,72540,..
2016,YR2016,Austria,AUT,63680.0003051758,8736668,53345.7415259818
2016,YR2016,Belgium,BEL,94220.0012207031,11331422,49829.9273887741
2016,YR2016,Croatia,HRV,16879.9991607666,4174349,25995.1913501162
2016,YR2016,Cyprus,CYP,7219.99979019165,1197881,36671.55078125
2016,YR2016,Czechia,CZE,101730.003356934,10566332,37014.9592935816
2016,YR2016,Denmark,DNK,35319.9996948242,5728010,54185.0084787703
2016,YR2016,Estonia,EST,15989.9997711182,1315790,32008.9343566614
2016,YR2016,Finland,FIN,45700.0007629395,5495303,46206.7878130494
2016,YR2016,France,FRA,313920.013427734,66724104,43705.1475593257
2016,YR2016,Germany,DEU,747150.024414063,82348669,51879.6725937905
2016,YR2016,Greece,GRC,66849.9984741211,10775971,28239.9192063819
2016,YR2016,Hungary,HUN,44250,9814023,28217.3540374351
2016,YR2016,Iceland,ISL,1629.99999523163,335439,54665.7639158138
2016,YR2016,Ireland,IRL,38819.9996948242,4755335,72106.7986291405
2016,YR2016,Italy,ITA,333339.996337891,60627498,40837.7376281437
2016,YR2016,Liechtenstein,LIE,150.000005960464,37609,..
2016,YR2016,Lithuania,LTU,11199.9998092651,2868231,31925.8034212317
2016,YR2016,Luxembourg,LUX,8850.00038146973,582014,116283.699681286
2016,YR2016,Netherlands,NLD,158539.993286133,17030314,53847.8265545448
2016,YR2016,Norway,NOR,38759.9983215332,5234519,63104.0807823312
2016,YR2016,Poland,POL,299799.987792969,37970087,28497.1036117662
2016,YR2016,Portugal,PRT,48759.9983215332,10325452,31847.5377347647
2016,YR2016,Romania,ROU,71589.9963378906,19702267,24758.7129896017
2016,YR2016,San Marino,SMR,..,33834,58432.5023655202
2016,YR2016,Slovak Republic,SVK,31500,5430798,29248.8845824641
2016,YR2016,Slovenia,SVN,13899.9996185303,2065042,34853.0421239497
2016,YR2016,Spain,ESP,247029.998779297,46484062,38476.787200798
2016,YR2016,Sweden,SWE,38779.9987792969,9923085,51334.4320301641
2016,YR2016,Switzerland,CHE,39669.9981689453,8373338,68813.6403939646
2016,YR2016,United Kingdom,GBR,380809.997558594,65611593,45574.8478235175
2017,YR2017,Andorra,AND,469.999998807907,73837,..
2017,YR2017,Austria,AUT,65860.0006103516,8797566,54172.9867888254
2017,YR2017,Belgium,BEL,92720.0012207031,11375158,50442.2705419624
2017,YR2017,Croatia,HRV,17409.9998474121,4124531,27206.9654125638
2017,YR2017,Cyprus,CYP,7360.0001335144,1208523,38415.109375
2017,YR2017,Czechia,CZE,101830.001831055,10594438,38824.8879170919
2017,YR2017,Denmark,DNK,33130.0010681152,5764980,55356.680780178
2017,YR2017,Estonia,EST,16709.9990844727,1317384,33821.93290847
2017,YR2017,Finland,FIN,43020.0004577637,5508214,47570.133583848
2017,YR2017,France,FRA,317829.986572266,66918020,44577.0645745394
2017,YR2017,Germany,DEU,732200.012207031,82657002,53071.4555699913
2017,YR2017,Greece,GRC,66800.0030517578,10754679,28604.8609402657
2017,YR2017,Hungary,HUN,46439.998626709,9787966,29501.1204204706
2017,YR2017,Iceland,ISL,1669.99995708466,343400,55638.4920591796
2017,YR2017,Ireland,IRL,37779.9987792969,4807388,77749.2019569363
2017,YR2017,Italy,ITA,329190.002441406,60536709,41581.120790548
2017,YR2017,Liechtenstein,LIE,159.999996423721,37889,..
2017,YR2017,Lithuania,LTU,11220.0002670288,2828403,33761.871239796
2017,YR2017,Luxembourg,LUX,9000,596336,114985.842235989
2017,YR2017,Netherlands,NLD,155759.994506836,17131296,55088.6338006744
2017,YR2017,Norway,NOR,37720.0012207031,5276968,64050.7561654659
2017,YR2017,Poland,POL,312859.985351563,37974826,29958.1207092074
2017,YR2017,Portugal,PRT,53330.0018310547,10300300,33044.7167387479
2017,YR2017,Romania,ROU,74209.9990844727,19588715,26943.3477378323
2017,YR2017,San Marino,SMR,..,34056,58201.5271010611
2017,YR2017,Slovak Republic,SVK,33580.0018310547,5439232,30061.5514717196
2017,YR2017,Slovenia,SVN,14119.9998855591,2066388,36507.5530416531
2017,YR2017,Spain,ESP,263450.012207031,46593236,39528.9253872668
2017,YR2017,Sweden,SWE,38290.0009155273,10057698,51947.9542478244
2017,YR2017,Switzerland,CHE,38700.0007629395,8451840,69103.570264696
2017,YR2017,United Kingdom,GBR,367000,66058859,46372.38660351
2018,YR2018,Andorra,AND,490.000009536743,75013,..
2018,YR2018,Austria,AUT,63060.001373291,8840521,55217.2865300768
