Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]","GDP per capita, PPP (constant 2017 international $) [NY.GDP.PCAP.PP.KD]",CO2 emissions (kt) [EN.ATM.CO2E.KT]
2004,YR2004,Slovak Republic,SVK,5372280,18783.8957986386,37430.0003051758
2004,YR2004,Slovenia,SVN,1997012,30041.8145706637,15699.9998092651
2004,YR2004,Spain,ESP,42921895,37228.7982165672,335559.997558594
2004,YR2004,Sweden,SWE,8993531,44354.3910620977,53590.0001525879
2004,YR2004,Switzerland,CHE,7389625,60768.2045734865,45279.9987792969
2004,YR2004,United Kingdom,GBR,59987905,42099.3945384131,543080.017089844
2005,YR2005,Andorra,AND,79826,..,579.999983310699
2005,YR2005,Austria,AUT,8227829,49387.0278641202,76239.9978637695
2005,YR2005,Belgium,BEL,10478617,46342.1866093314,110610.000610352
2005,YR2005,Croatia,HRV,4310145,23793.0530384974,21450.0007629395
2005,YR2005,Czechia,CZE,10211216,30384.4466487841,119989.99786377
2005,YR2005,Denmark,DNK,5419432,51483.273786293,50200.0007629395
2005,YR2005,Estonia,EST,1354775,26096.9883386237,17229.9995422363
2005,YR2005,Finland,FIN,5246096,44786.9096643071,55459.9990844727
2005,YR2005,France,FRA,63188395,41638.0317796772,380660.003662109
2005,YR2005,Germany,DEU,82469422,43949.2881791796,802380.004882813
2005,YR2005,Greece,GRC,10987314,34670.1850265467,101949.996948242
2005,YR2005,Greenland,GRL,56935,..,..
2005,YR2005,Hungary,HUN,10087065,24414.5827800472,55919.9981689453
2005,YR2005,Iceland,ISL,296734,48104.6518132004,2289.99996185303
2005,YR2005,Ireland,IRL,4159914,57548.9967906443,46650.0015258789
2005,YR2005,Italy,ITA,57969484,44260.8274173515,473829.986572266
2005,YR2005,Latvia,LVA,2238799,20331.7000316611,7710.00003814697
2005,YR2005,Liechtenstein,LIE,34603,..,230.000004172325
2005,YR2005,Lithuania,LTU,3322528,21053.1846048184,12829.9999237061
2005,YR2005,Luxembourg,LUX,465158,108632.360015806,11909.9998474121
2005,YR2005,Monaco,MCO,32141,..,..
2005,YR2005,Netherlands,NLD,16319868,49467.4354267059,167929.992675781
2005,YR2005,Norway,NOR,4623291,61870.3645561435,36349.9984741211
2005,YR2005,Poland,POL,38165445,18844.5574819997,301350.006103516
2005,YR2005,Portugal,PRT,10503330,31076.6441205289,65470.0012207031
2005,YR2005,Romania,ROU,21319685,16863.4810766196,94709.9990844727
2005,YR2005,San Marino,SMR,29508,81256.1442831494,..
2005,YR2005,Slovak Republic,SVK,5372807,20026.0753787482,38520.0004577637
2005,YR2005,Slovenia,SVN,2000474,31128.8298416043,15920.0000762939
2005,YR2005,Spain,ESP,43653155,37942.0075754017,350500
2005,YR2005,Sweden,SWE,9029572,45440.2967492535,50209.9990844727
2005,YR2005,Switzerland,CHE,7437115,62040.4395660128,45849.9984741211
2005,YR2005,United Kingdom,GBR,60401206,42926.9927660957,540919.982910156
2006,YR2006,Andorra,AND,80221,..,550.000011920929
2006,YR2006,Austria,AUT,8268641,50840.6944621561,74099.9984741211
2006,YR2006,Belgium,BEL,10547958,47212.577772728,108650.001525879
2006,YR2006,Croatia,HRV,4311159,24949.9351111624,21610.0006103516
2006,YR2006,Czechia,CZE,10238905,32352.8129664551,120599.998474121
2006,YR2006,Denmark,DNK,5437272,53322.2889991783,58130.0010681152
2006,YR2006,Estonia,EST,1346810,28814.9203164655,15979.9995422363
2006,YR2006,Finland,FIN,5266268,46412.2003478176,67019.9966430664
2006,YR2006,France,FRA,63628261,42362.985412525,371549.987792969
2006,YR2006,Germany,DEU,82376451,45678.0819192686,814409.973144531
2006,YR2006,Greece,GRC,11020362,36520.0480347644,100699.996948242
2006,YR2006,Greenland,GRL,56774,..,..
2006,YR2006,Hungary,HUN,10071370,25417.5470560859,55459.9990844727
2006,YR2006,Iceland,ISL,303782,49956.8486452996,2329.99992370605
2006,YR2006,Ireland,IRL,4273591,58812.3062452685,47259.9983215332
2006,YR2006,Italy,ITA,58143979,44918.1703531499,466649.993896484
2006,YR2006,Latvia,LVA,2218357,22975.5627557469,8199.99980926514
2006,YR2006,Liechtenstein,LIE,34889,..,230.000004172325
2006,YR2006,Lithuania,LTU,3269909,22977.9966473047,13020.0004577637
2006,YR2006,Luxembourg,LUX,472637,113346.03578151,11720.0002670288
2006,YR2006,Monaco,MCO,32011,..,..
2006,YR2006,Netherlands,NLD,16346101,51097.3626113331,163699.996948242
2006,YR2006,Norway,NOR,4660677,62846.9386813354,37200.0007629395
2006,YR2006,Poland,POL,38141267,20012.6211116462,314089.996337891
2006,YR2006,Portugal,PRT,10522288,31524.7495680309,60450.0007629395
2006,YR2006,Romania,ROU,21193760,18325.6588582923,99260.0021362305
2006,YR2006,San Marino,SMR,29959,83098.2496299073,..
2006,YR2006,Slovak Republic,SVK,5373054,21725.9265662,37869.9989318848
2006,YR2006,Slovenia,SVN,2006868,32812.7384858502,16290.0009155273
2006,YR2006,Spain,ESP,44397319,38836.5937852313,341779.998779297
2006,YR2006,Sweden,SWE,9080505,47292.3136933265,48900.0015258789
2006,YR2006,Switzerland,CHE,7483934,64163.8050397136,45479.9995422363
2006,YR2006,United Kingdom,GBR,60846820,43533.2205104862,542059.997558594
2007,YR2007,Andorra,AND,78168,..,540.000021457672
2007,YR2007,Austria,AUT,8295487,52565.0739687956,71239.9978637695
2007,YR2007,Belgium,BEL,10625700,48590.4005353331,104589.996337891
2007,YR2007,Croatia,HRV,4310217,26203.4349393049,22879.9991607666
2007,YR2007,Czechia,CZE,10298828,33956.2459846788,123620.002746582
2007,YR2007,Denmark,DNK,5461438,53569.0280238008,53409.9998474121
2007,YR2007,Estonia,EST,1340680,31140.5798350899,19979.9995422363
2007,YR2007,Finland,FIN,5288720,48664.265707071,65099.9984741211
2007,YR2007,France,FRA,64021737,43123.5011328544,362829.986572266
2007,YR2007,Germany,DEU,82266372,47100.6097046962,783799.987792969
2007,YR2007,Greece,GRC,11048473,37619.6608561742,104309.997558594
2007,YR2007,Greenland,GRL,56555,..,..
2007,YR2007,Hungary,HUN,10055780,25527.5638613037,53849.9984741211
2007,YR2007,Iceland,ISL,311566,52827.0101225049,2380.00011444092
2007,YR2007,Ireland,IRL,4398942,60170.4182379259,46360.0006103516
2007,YR2007,Italy,ITA,58438310,45356.5367193485,459369.995117188
2007,YR2007,Latvia,LVA,2200325,25466.7829206417,8529.99973297119
2007,YR2007,Liechtenstein,LIE,35150,..,200.000002980232
2007,YR2007,Lithuania,LTU,3231294,25835.3680157114,13210.000038147
2007,YR2007,Luxembourg,LUX,479993,120647.822958963,11109.9996566772
2007,YR2007,Monaco,MCO,31823,..,..
2007,YR2007,Netherlands,NLD,16381696,52909.9697572206,164550.003051758
2007,YR2007,Norway,NOR,4709153,64062.4393106033,37750
2007,YR2007,Poland,POL,38120560,21437.4577379953,313380.004882813
2007,YR2007,Portugal,PRT,10542964,32251.5690977426,58799.9992370605
2007,YR2007,Romania,ROU,20882982,19943.750072636,96730.0033569336
2007,YR2007,San Marino,SMR,30372,87795.6645372441,..
2007,YR2007,Slovak Republic,SVK,5374622,24072.260266227,37189.998626709
2007,YR2007,Slovenia,SVN,2018122,34907.3688265664,16280.0006866455
2007,YR2007,Spain,ESP,45226803,39498.591328633,354679.992675781
2007,YR2007,Sweden,SWE,9148092,48557.3843477247,47139.9993896484
2007,YR2007,Switzerland,CHE,7551117,66083.4718897397,43540.0009155273
2007,YR2007,United Kingdom,GBR,61322463,44302.8594715415,530500
2008,YR2008,Andorra,AND,76055,..,540.000021457672
2008,YR2008,Austria,AUT,8321496,53166.0542015286,70730.0033569336
2008,YR2008,Belgium,BEL,10709973,48423.515483961,106930.000305176
2008,YR2008,Croatia,HRV,4309705,26731.167404834,21729.9995422363
2008,YR2008,Czechia,CZE,10384603,34580.4433462984,118309.997558594
2008,YR2008,Denmark,DNK,5493621,52982.5317373493,50130.0010681152
2008,YR2008,Estonia,EST,1337090,29621.7645299993,18399.9996185303
2008,YR2008,Finland,FIN,5313399,48817.989492787,56659.9998474121
2008,YR2008,France,FRA,64379696,42993.0595165288,357989.990234375
2008,YR2008,Germany,DEU,82110097,47643.2227372401,789690.002441406
2008,YR2008,Greece,GRC,11077841,37394.1725254225,100410.003662109
2008,YR2008,Greenland,GRL,56328,..,..
2008,YR2008,Hungary,HUN,10038188,25829.0324433882,53009.9983215332
2008,YR2008,Iceland,ISL,317414,52999.4375361804,2180.0000667572
2008,YR2008,Ireland,IRL,4489544,56312.5041323963,45779.9987792969
2008,YR2008,Italy,ITA,58826731,44623.6020153057,444980.010986328
2008,YR2008,Latvia,LVA,2177322,24899.6463833677,8109.99965667725
2008,YR2008,Liechtenstein,LIE,35401,..,219.999998807907
2008,YR2008,Lithuania,LTU,3198231,26784.8800343204,13060.0004196167
2008,YR2008,Luxembourg,LUX,488650,118154.667184464,11020.0004577637
2008,YR2008,Monaco,MCO,31862,..,..
2008,YR2008,Netherlands,NLD,16445593,53848.2522316971,165220.001220703
2008,YR2008,Norway,NOR,4768212,63570.3414789942,36869.9989318848
2008,YR2008,Poland,POL,38125759,22334.7808599997,308329.986572266
2008,YR2008,Portugal,PRT,10558177,32307.912767932,56840.0001525879
2008,YR2008,Romania,ROU,20537875,22166.3232435232,95419.9981689453
2008,YR2008,San Marino,SMR,30700,86422.5481442955,..
2008,YR2008,Slovak Republic,SVK,5379233,25392.4766828873,37099.9984741211
2008,YR2008,Slovenia,SVN,2021316,36075.4669688206,17360.0006103516
2008,YR2008,Spain,ESP,45954106,39218.2916195663,324269.989013672
2008,YR2008,Sweden,SWE,9219637,47963.4937520407,46150.0015258789
2008,YR2008,Switzerland,CHE,7647675,67081.2997981076,44959.9990844727
2008,YR2008,United Kingdom,GBR,61806995,43887.7071344831,515340.026855469
2009,YR2009,Andorra,AND,73852,..,519.999980926514
2009,YR2009,Austria,AUT,8343323,51030.7246778186,64419.9981689453
2009,YR2009,Belgium,BEL,10796493,47064.7900198376,99669.9981689453
2009,YR2009,Croatia,HRV,4305181,24834.3448473747,20309.9994659424
2009,YR2009,Czechia,CZE,10443936,32782.6123492193,111169.998168945
2009,YR2009,Denmark,DNK,5523095,50114.0500523227,47930.0003051758
2009,YR2009,Estonia,EST,1334515,25337.175235261,15050.0001907349
2009,YR2009,Finland,FIN,5338871,44662.100140396,54180.0003051758
2009,YR2009,France,FRA,64710879,41544.0226065122,343730.010986328
2009,YR2009,Germany,DEU,81902307,45044.4863870437,734809.997558594
2009,YR2009,Greece,GRC,11107017,35691.9459430994,94739.9978637695
2009,YR2009,Greenland,GRL,56323,..,..
2009,YR2009,Hungary,HUN,10022650,24162.2676854252,47840.0001525879
2009,YR2009,Iceland,ISL,318499,48770.9503367158,2109.99989509583
2009,YR2009,Ireland,IRL,4535375,52902.8881329505,40560.001373291
2009,YR2009,Italy,ITA,59095365,42074.9212455091,397059.997558594
2009,YR2009,Latvia,LVA,2141669,21704.323785183,7360.0001335144
2009,YR2009,Liechtenstein,LIE,35675,..,209.999993443489
2009,YR2009,Lithuania,LTU,3162916,23065.0619581523,11689.9995803833
2009,YR2009,Luxembourg,LUX,497783,112230.081410148,10439.9995803833
2009,YR2009,Monaco,MCO,32401,..,..
2009,YR2009,Netherlands,NLD,16530388,51607.6057272318,160490.005493164
2009,YR2009,Norway,NOR,4828726,61689.5585425125,37430.0003051758
2009,YR2009,Poland,POL,38151603,22951.7848210238,297260.009765625
2009,YR2009,Portugal,PRT,10568247,31269.4104613004,56299.9992370605
2009,YR2009,Romania,ROU,20367487,21118.5250004853,80709.9990844727
2009,YR2009,San Marino,SMR,31059,76607.0856909794,..
2009,YR2009,Slovak Republic,SVK,5386406,23975.2117503112,33909.9998474121
2009,YR2009,Slovenia,SVN,2039669,33052.2275423946,15510.0002288818
2009,YR2009,Spain,ESP,46362946,37409.6428703791,287489.990234375
2009,YR2009,Sweden,SWE,9298515,45492.768174936,42880.0010681152
2009,YR2009,Switzerland,CHE,7743831,64726.3712845064,43669.9981689453
2009,YR2009,United Kingdom,GBR,62276270,41592.364767012,466489.990234375
2010,YR2010,Andorra,AND,71519,..,519.999980926514
2010,YR2010,Austria,AUT,8363404,51843.4283275453,69959.9990844727
2010,YR2010,Belgium,BEL,10895586,47972.558838523,106720.001220703
2010,YR2010,Croatia,HRV,4295427,24586.1306071014,19459.9990844727
2010,YR2010,Czechia,CZE,10474410,33483.137594809,112250
2010,YR2010,Denmark,DNK,5547683,50825.4122929358,48119.9989318848
2010,YR2010,Estonia,EST,1331475,26015.7463509325,19000
2010,YR2010,Finland,FIN,5363352,45874.6613021399,62529.9987792969
2010,YR2010,France,FRA,65030575,42145.6819456785,347779.998779297
2010,YR2010,Germany,DEU,81776930,46999.2399709894,773070.007324219
2010,YR2010,Greece,GRC,11121341,33693.2114765963,87580.0018310547
2010,YR2010,Greenland,GRL,56905,..,..
2010,YR2010,Hungary,HUN,10000023,24477.5753134225,47880.0010681152
2010,YR2010,Iceland,ISL,318041,47457.6229185836,1960.00003814697
2010,YR2010,Ireland,IRL,4560155,53500.9148897485,40189.998626709
2010,YR2010,Italy,ITA,59277417,42664.3552727925,405269.989013672
2010,YR2010,Latvia,LVA,2097555,21173.4018014357,8520.00045776367
2010,YR2010,Liechtenstein,LIE,35926,..,189.999997615814
2010,YR2010,Lithuania,LTU,3097282,23942.7603567557,12600.0003814697
2010,YR2010,Luxembourg,LUX,506953,114343.988089326,11029.9997329712
2010,YR2010,Monaco,MCO,33178,..,..
2010,YR2010,Netherlands,NLD,16615394,52032.9865022429,171110.000610352
2010,YR2010,Norway,NOR,4889252,61353.4773254345,41409.9998474121
2010,YR2010,Poland,POL,38042794,23692.9092287668,313739.990234375
2010,YR2010,Portugal,PRT,10573100,31798.1538079411,50939.998626709
2010,YR2010,Romania,ROU,20246871,20415.542022561,77620.002746582
2010,YR2010,San Marino,SMR,31608,71156.097992499,..
2010,YR2010,Slovak Republic,SVK,5391428,25561.7062919058,35430.0003051758
2010,YR2010,Slovenia,SVN,2048583,33350.6135931956,15779.9997329712
2010,YR2010,Spain,ESP,46576897,37298.4693037577,273250
2010,YR2010,Sweden,SWE,9378126,47791.3715245947,48130.0010681152
2010,YR2010,Switzerland,CHE,7824909,66133.288392898,45209.9990844727
2010,YR2010,United Kingdom,GBR,62766365,42270.434294324,482440.002441406
2011,YR2011,Andorra,AND,70567,..,490.000009536743
2011,YR2011,Austria,AUT,8391643,53179.1474647432,68269.9966430664
2011,YR2011,Belgium,BEL,11038264,48154.8711461252,96480.0033569336
2011,YR2011,Croatia,HRV,4280622,24649.7958046265,19030.0006866455
2011,YR2011,Czechia,CZE,10496088,34002.1897752206,109169.998168945
2011,YR2011,Denmark,DNK,5570572,51293.2061782002,43099.9984741211
2011,YR2011,Estonia,EST,1327439,27990.136407635,18170.0000762939
2011,YR2011,Finland,FIN,5388272,46825.8248388831,55119.9989318848
2011,YR2011,France,FRA,65345233,42862.415796739,335140.014648438
2011,YR2011,Germany,DEU,80274983,49757.9241566763,746479.98046875
2011,YR2011,Greece,GRC,11104899,30318.4046680383,84550.0030517578
2011,YR2011,Greenland,GRL,56890,..,..
2011,YR2011,Hungary,HUN,9971727,25005.286658847,46909.9998474121
2011,YR2011,Iceland,ISL,319014,48186.1672876621,1889.99998569489
2011,YR2011,Ireland,IRL,4580084,53712.2857359299,36680.0003051758
2011,YR2011,Italy,ITA,59379449,42892.3055641948,396690.002441406
2011,YR2011,Latvia,LVA,2059709,22117.4066807932,7900.00009536743
2011,YR2011,Liechtenstein,LIE,36189,..,180.000007152557
2011,YR2011,Lithuania,LTU,3028115,25968.5834234521,11850.0003814697
2011,YR2011,Luxembourg,LUX,518347,112998.390476598,10899.9996185303
2011,YR2011,Monaco,MCO,33945,..,..
2011,YR2011,Netherlands,NLD,16693074,52594.2290064164,158770.004272461
2011,YR2011,Norway,NOR,4953088,61157.1299274456,39599.9984741211
2011,YR2011,Poland,POL,38063255,24874.1718607858,310589.996337891
2011,YR2011,Portugal,PRT,10557560,31304.8155263075,49869.9989318848
2011,YR2011,Romania,ROU,20147528,21442.9414315812,84059.9975585938
2011,YR2011,San Marino,SMR,32495,63458.8155473964,..
2011,YR2011,Slovak Republic,SVK,5398384,26210.7581840191,34119.9989318848
2011,YR2011,Slovenia,SVN,2052843,33568.067345579,15699.9998092651
2011,YR2011,Spain,ESP,46742697,36863.4930975241,274399.993896484
2011,YR2011,Sweden,SWE,9449213,48947.4393112155,44580.0018310547
2011,YR2011,Switzerland,CHE,7912398,66587.848851125,41189.998626709
2011,YR2011,United Kingdom,GBR,63258810,42389.1462619751,445589.996337891
2012,YR2012,Andorra,AND,71013,..,490.000009536743
2012,YR2012,Austria,AUT,8429991,53297.4447850919,65110.0006103516
2012,YR2012,Belgium,BEL,11106932,48210.9246578014,95269.9966430664
2012,YR2012,Croatia,HRV,4267558,24148.7453554322,17409.9998474121
2012,YR2012,Czechia,CZE,10510785,33688.0998344582,106069.999694824
2012,YR2012,Denmark,DNK,5591572,51216.309409926,38220.0012207031
2012,YR2012,Estonia,EST,1322696,28997.3228845385,16889.9993896484
2012,YR2012,Finland,FIN,5413971,45952.246383366,49409.9998474121
2012,YR2012,France,FRA,65662240,42789.0519131717,338420.013427734
2012,YR2012,Germany,DEU,80425823,49872.4474888681,760130.004882813
2012,YR2012,Greece,GRC,11045011,28322.5730581368,80089.9963378906
2012,YR2012,Greenland,GRL,56810,..,..
2012,YR2012,Hungary,HUN,9920362,24820.5161149403,43430.0003051758
2012,YR2012,Iceland,ISL,320716,48440.2550840897,1860.00001430511
2012,YR2012,Ireland,IRL,4599533,53482.2006452691,37130.0010681152
2012,YR2012,Italy,ITA,59539717,41501.7112309705,376750
2012,YR2012,Latvia,LVA,2034319,23970.4525106364,7570.00017166138
2012,YR2012,Liechtenstein,LIE,36505,..,189.999997615814
2012,YR2012,Lithuania,LTU,2987773,27330.8959483858,11930.0003051758
2012,YR2012,Luxembourg,LUX,530946,112137.135491328,10689.9995803833
2012,YR2012,Monaco,MCO,34700,..,..
2012,YR2012,Netherlands,NLD,16754962,51860.0559942119,157470.001220703
2012,YR2012,Norway,NOR,5018573,61990.6923569269,38490.0016784668
2012,YR2012,Poland,POL,38063164,25258.5933172132,303350.006103516
2012,YR2012,Portugal,PRT,10514844,30156.7015822628,48220.0012207031
2012,YR2012,Romania,ROU,20058035,21953.2303312849,81849.9984741211
2012,YR2012,San Marino,SMR,33132,57854.3183289934,..
2012,YR2012,Slovak Republic,SVK,5407579,26511.2699367746,32349.9984741211
2012,YR2012,Slovenia,SVN,2057159,32613.4905292711,15119.9998855591
2012,YR2012,Spain,ESP,46773055,35749.5127897115,269269.989013672
2012,YR2012,Sweden,SWE,9519374,48300.8425001578,42139.9993896484
2012,YR2012,Switzerland,CHE,7996861,66661.4927508349,42520.0004577637
2012,YR2012,United Kingdom,GBR,63700215,42705.1483005634,467779.998779297
2013,YR2013,Andorra,AND,71367,..,479.999989271164
2013,YR2013,Austria,AUT,8479823,52997.7538166712,65750
2013,YR2013,Belgium,BEL,11159407,48204.5856992867,96589.9963378906
2013,YR2013,Croatia,HRV,4255689,24119.7572169774,17010.0002288818
2013,YR2013,Czechia,CZE,10514272,33661.4684161727,101150.001525879
2013,YR2013,Denmark,DNK,5614932,51479.2664533017,39959.9990844727
2013,YR2013,Estonia,EST,1317997,29525.1188635117,19319.9996948242
2013,YR2013,Finland,FIN,5438972,45328.5753218041,50189.998626709
2013,YR2013,France,FRA,66002289,42813.9335350732,338559.997558594
2013,YR2013,Germany,DEU,80645605,49954.173749339,776150.024414063
2013,YR2013,Greece,GRC,10965211,27810.9112255691,72480.0033569336
2013,YR2013,Greenland,GRL,56483,..,..
2013,YR2013,Hungary,HUN,9893082,25337.5872257154,40759.9983215332
2013,YR2013,Iceland,ISL,323764,50168.6885349698,2029.99997138977
2013,YR2013,Ireland,IRL,4623816,53800.2087807366,35709.9990844727
2013,YR2013,Italy,ITA,60233948,40268.1127892773,346459.991455078
2013,YR2013,Latvia,LVA,2012647,24715.0657086291,7449.99980926514
2013,YR2013,Liechtenstein,LIE,36806,..,189.999997615814
2013,YR2013,Lithuania,LTU,2957689,28589.0266601627,11329.9999237061
2013,YR2013,Luxembourg,LUX,543360,113050.663254336,10149.9996185303
2013,YR2013,Monaco,MCO,35425,..,..
2013,YR2013,Netherlands,NLD,16804432,51640.0766862304,157089.996337891
2013,YR2013,Norway,NOR,5079623,61878.9751793609,39500
2013,YR2013,Poland,POL,38040196,25490.3289111664,298299.987792969
2013,YR2013,Portugal,PRT,10457295,30042.8907185982,46560.001373291
2013,YR2013,Romania,ROU,19983693,22094.3855412497,72089.9963378906
2013,YR2013,San Marino,SMR,33285,57136.9045416551,..
2013,YR2013,Slovak Republic,SVK,5413393,26650.3640050253,32919.9981689453
2013,YR2013,Slovenia,SVN,2059953,32234.0257587339,14550.0001907349
2013,YR2013,Spain,ESP,46620045,35363.5105480176,242809.997558594
2013,YR2013,Sweden,SWE,9600379,48462.1600029489,40540.0009155273
2013,YR2013,Switzerland,CHE,8089346,67080.3673569404,43529.9987792969
2013,YR2013,United Kingdom,GBR,64128273,43192.0779378114,453760.009765625
2014,YR2014,Andorra,AND,71621,..,460.00000834465
2014,YR2014,Austria,AUT,8546356,52932.9001116518,62049.9992370605
2014,YR2014,Belgium,BEL,11209057,48748.6205926039,90139.9993896484
2014,YR2014,Croatia,HRV,4238389,24114.2243450488,16239.9997711182
2014,YR2014,Czechia,CZE,10525347,34386.7049143977,97510.0021362305
2014,YR2014,Denmark,DNK,5643475,52048.3354927846,35819.9996948242
2014,YR2014,Estonia,EST,1314545,30494.0963031973,17940.0005340576
2014,YR2014,Finland,FIN,5461512,44976.7764487708,46159.9998474121
2014,YR2014,France,FRA,66312067,43021.3946358903,306100.006103516
2014,YR2014,Germany,DEU,80982500,50845.5269954271,736010.009765625
2014,YR2014,Greece,GRC,10892413,28129.9613244489,69550.0030517578
2014,YR2014,Greenland,GRL,56295,..,..
2014,YR2014,Hungary,HUN,9866468,26481.1657207028,40630.0010681152
2014,YR2014,Iceland,ISL,327386,50450.7416120996,2049.99995231628
2014,YR2014,Ireland,IRL,4657740,58027.8389827602,35529.9987792969
2014,YR2014,Italy,ITA,60789140,39898.5264609826,327500
2014,YR2014,Latvia,LVA,1993782,25423.4891072025,7280.00020980835
2014,YR2014,Liechtenstein,LIE,37096,..,159.999996423721
2014,YR2014,Lithuania,LTU,2932367,29855.8314910326,10859.9996566772
2014,YR2014,Luxembourg,LUX,556319,113313.578897944,9649.99961853027
2014,YR2014,Monaco,MCO,36110,..,..
2014,YR2014,Netherlands,NLD,16865008,52186.9973861206,149789.993286133
2014,YR2014,Norway,NOR,5137232,62390.1303126574,39110.0006103516
2014,YR2014,Poland,POL,38011735,26488.2002530072,285730.010986328
2014,YR2014,Portugal,PRT,10401062,30444.6002091947,45930.0003051758
2014,YR2014,Romania,ROU,19908979,23091.1553744653,71540.0009155273
2014,YR2014,San Marino,SMR,33389,56558.8718552124,..
2014,YR2014,Slovak Republic,SVK,5418649,27342.6272590659,30440.0005340576
2014,YR2014,Slovenia,SVN,2061980,33093.750438441,13109.9996566772
2014,YR2014,Spain,ESP,46480882,35964.4613049308,240960.006713867
2014,YR2014,Sweden,SWE,9696110,49258.9961639539,39080.0018310547
2014,YR2014,Switzerland,CHE,8188649,67824.0830929271,39790.0009155273
2014,YR2014,United Kingdom,GBR,64602298,44247.0296701665,415600.006103516
2015,YR2015,Andorra,AND,71746,..,469.999998807907
2015,YR2015,Austria,AUT,8642699,52873.8586545571,63240.0016784668
2015,YR2015,Belgium,BEL,11274196,49456.3985817783,95129.997253418
2015,YR2015,Croatia,HRV,4203604,24927.0349236527,16600.0003814697
2015,YR2015,Czechia,CZE,10546059,36168.4185553861,99139.9993896484
2015,YR2015,Denmark,DNK,5683483,52892.6460290247,33700.0007629395
2015,YR2015,Estonia,EST,1315407,31038.8046287051,15539.999961853
2015,YR2015,Finland,FIN,5479531,45072.5902146238,42819.9996948242
2015,YR2015,France,FRA,66548272,43345.7864281559,311299.987792969
2015,YR2015,Germany,DEU,81686611,51159.2974643888,742309.997558594
2015,YR2015,Greece,GRC,10820883,28260.3866739065,68010.0021362305
2015,YR2015,Greenland,GRL,56114,..,..
2015,YR2015,Hungary,HUN,9843028,27528.3058524247,43380.0010681152
2015,YR2015,Iceland,ISL,330815,52142.9328074888,2059.99994277954
2015,YR2015,Ireland,IRL,4701957,71490.8030914262,37060.001373291
2015,YR2015,Italy,ITA,60730582,40247.8290437942,337859.985351563
2015,YR2015,Latvia,LVA,1977527,26628.354680838,7320.00017166138
2015,YR2015,Liechtenstein,LIE,37355,..,159.999996423721
2015,YR2015,Lithuania,LTU,2904910,30748.1963109529,11069.9996948242
2015,YR2015,Luxembourg,LUX,569604,113182.728563365,9130.00011444092
2015,YR2015,Monaco,MCO,36760,..,..
2015,YR2015,Netherlands,NLD,16939923,52974.1162200949,157410.003662109
2015,YR2015,Norway,NOR,5188607,62987.5162863772,39490.0016784668
2015,YR2015,Poland,POL,37986412,27667.6890834735,289079.986572266
2015,YR2015,Portugal,PRT,10358076,31118.7906703279,49849.9984741211
2015,YR2015,Romania,ROU,19815616,23933.1867241818,73319.9996948242
2015,YR2015,San Marino,SMR,33570,57542.9840811896,..
2015,YR2015,Slovak Republic,SVK,5423801,28728.1560075755,30750
2015,YR2015,Slovenia,SVN,2063531,33799.725526308,13140.0003433228
2015,YR2015,Spain,ESP,46444832,37373.9507171987,256279.998779297
2015,YR2015,Sweden,SWE,9799186,50928.962975552,39189.998626709
2015,YR2015,Switzerland,CHE,8282396,68159.2221142537,39090.0001525879
2015,YR2015,United Kingdom,GBR,65116219,44948.3359709008,401079.986572266
2016,YR2016,Andorra,AND,72540,..,469.999998807907
2016,YR2016,Austria,AUT,8736668,53345.7415259818,63680.0003051758
2016,YR2016,Belgium,BEL,11331422,49829.9273887741,94220.0012207031
2016,YR2016,Croatia,HRV,4174349,25995.1913501162,16879.9991607666
2016,YR2016,Czechia,CZE,10566332,37014.9592935816,101730.003356934
2016,YR2016,Denmark,DNK,5728010,54185.0084787703,35319.9996948242
2016,YR2016,Estonia,EST,1315790,32008.9343566614,15989.9997711182
2016,YR2016,Finland,FIN,5495303,46206.7878130494,45700.0007629395
2016,YR2016,France,FRA,66724104,43705.1475593257,313920.013427734
2016,YR2016,Germany,DEU,82348669,51879.6725937905,747150.024414063
2016,YR2016,Greece,GRC,10775971,28239.9192063819,66849.9984741211
2016,YR2016,Greenland,GRL,56186,..,..
2016,YR2016,Hungary,HUN,9814023,28217.3540374351,44250
2016,YR2016,Iceland,ISL,335439,54665.7639158138,1629.99999523163
2016,YR2016,Ireland,IRL,4755335,72106.7986291405,38819.9996948242
2016,YR2016,Italy,ITA,60627498,40837.7376281437,333339.996337891
2016,YR2016,Latvia,LVA,1959537,27509.3363266025,7150.00009536743
2016,YR2016,Liechtenstein,LIE,37609,..,150.000005960464
2016,YR2016,Lithuania,LTU,2868231,31925.8034212317,11199.9998092651
2016,YR2016,Luxembourg,LUX,582014,116283.699681286,8850.00038146973
2016,YR2016,Monaco,MCO,37071,..,..
2016,YR2016,Netherlands,NLD,17030314,53847.8265545448,158539.993286133
2016,YR2016,Norway,NOR,5234519,63104.0807823312,38759.9983215332
2016,YR2016,Poland,POL,37970087,28497.1036117662,299799.987792969
2016,YR2016,Portugal,PRT,10325452,31847.5377347647,48759.9983215332
2016,YR2016,Romania,ROU,19702267,24758.7129896017,71589.9963378906
2016,YR2016,San Marino,SMR,33834,58432.5023655202,..
2016,YR2016,Slovak Republic,SVK,5430798,29248.8845824641,31500
2016,YR2016,Slovenia,SVN,2065042,34853.0421239497,13899.9996185303
